subject_id,Participant_ID,daqtime,ecg,bvp,gsr,rsp,skt,emg_zygo,emg_coru,emg_trap,video,valence,arousal,Valence_class,Arousal_class
sub_16,16,819095.0978,0.76043592,36.7015741,12.24215962,32.57394331,28.02566673,4.9145004,6.579172217,6.923107955,4,4.929,3.461,1,1
sub_16,16,978638.5895,0.8101461,39.41425792,10.84358844,32.63293672,28.40301714,4.858556047,7.059296891,6.881167283,11,5,5,1,1
sub_16,16,1428770.227,0.835644834,38.04097678,16.47696751,32.43624636,30.37311708,4.973413309,6.984891842,6.941315056,3,5,5,1,1
sub_16,16,459309.7745,0.880076555,37.13550376,17.2431907,34.9634306,25.91615564,4.831992617,6.277557064,7.57621061,11,5,5,1,1
sub_16,16,1345573.621,0.770735829,35.99441808,19.86034116,32.2984097,29.84573183,4.926003865,6.361905805,7.075503698,3,5,5,1,1
sub_16,16,331165.0019,0.744338146,35.99590191,18.39225798,34.13749865,25.5043454,5.541143624,7.369581161,9.396464952,2,4.995,3.921,1,1
sub_16,16,2438879.022,0.778136656,36.92609351,18.81025126,32.27052983,31.90037939,4.846775295,6.516619395,6.636753243,12,5,5,1,1
sub_16,16,585654.6205,0.725747779,37.48554551,14.62488099,35.07659656,26.79677419,4.860909556,6.435921197,7.262125095,6,6.052,4.966,2,1
sub_16,16,2242737.023,0.787838611,36.0574742,23.91330541,32.35393219,31.95511952,5.083757973,6.489191812,7.559038773,5,7.133,4.197,2,1
sub_16,16,2180739.552,0.844630333,40.49474365,26.31080674,32.11337388,31.69946149,4.869295341,6.652529623,7.406888617,11,5,5,1,1
sub_16,16,1491067.686,0.909039076,37.35898943,16.05253787,34.50515852,30.55055011,4.876713184,7.145233733,7.218475068,11,5,5,1,1
sub_16,16,283816.9334,0.773451659,36.84150486,19.69521121,33.34079008,25.59628,4.900468969,6.889615938,8.262336778,2,4.855,3.952,1,1
sub_16,16,1092283.954,0.940515279,37.46535435,11.83525743,33.24738306,29.08332686,4.939907546,6.751560906,7.093872631,8,5,5,1,1
sub_16,16,1193929.807,0.927331973,36.25818847,15.74103835,33.67653014,28.58369,5.286246001,6.42133606,7.215063252,8,0.5,9.262,1,2
sub_16,16,554855.8769,0.79054881,37.38579991,15.1529387,33.77307818,26.80341473,4.929079528,6.292388576,7.71460669,6,6.355,5.002,2,2
sub_16,16,1915000.393,0.816531218,34.78815889,13.6899917,34.34725587,31.39004636,5.017816185,6.39412683,10.77564088,7,5.074,6.277,2,2
sub_16,16,1473468.404,0.79936926,38.74384453,16.02368596,32.19269905,30.47870871,4.856512005,6.812881934,7.446717398,11,5,5,1,1
sub_16,16,2187389.281,0.925392054,40.14620547,26.15253088,32.22324545,31.7835136,4.921668703,6.530888367,7.372581642,5,5,5,1,1
sub_16,16,525007.0945,0.701805772,35.83831119,15.71371959,34.680035,26.66372805,4.896590031,6.136094987,7.039982301,6,5,5,1,1
sub_16,16,858143.5049,0.803578055,37.83354922,11.83866549,32.87684919,27.98084571,4.838115159,6.91570429,7.098354594,4,4.957,2.91,1,1
sub_16,16,180371.1533,0.781146844,36.89199905,22.38443997,32.69506547,25.2286612,4.827063251,6.290070673,7.957817163,11,5,5,1,1
sub_16,16,613353.4906,0.76483272,35.10813093,14.14908081,35.67365622,26.76683012,4.827690953,6.640107696,11.05294893,6,6.043,4.996,2,1
sub_16,16,2177739.675,0.81294031,35.65138434,26.46596487,32.08806989,31.65642483,4.867177976,6.629885362,6.818104157,11,5,5,1,1
sub_16,16,640102.3995,0.758712438,36.1951871,13.7472111,34.0304941,26.73714867,4.784175361,6.70917297,7.425123348,6,6.043,4.975,2,1
sub_16,16,1024436.721,0.846179394,38.11992218,10.74799594,32.57121807,28.7734505,4.895253367,6.739784577,6.829734918,11,5,5.016,1,2
sub_16,16,949739.7684,0.892501697,35.2244704,10.83029086,32.4983958,28.3206975,4.905449668,7.206054522,6.73498733,11,5,5,1,1
sub_16,16,9978.104126,1.257832446,35.6882551,29.69206104,32.84552528,25.41561448,6.869872932,6.359467028,12.27309124,10,6.014,4.898,2,1
sub_16,16,1089934.049,0.793594235,35.50837458,11.81639593,34.65525521,29.08861946,4.885523749,7.098217033,12.88998784,8,5,5,1,1
sub_16,16,2171239.94,0.790703088,33.07964655,26.82985005,32.13454594,31.56457255,4.89796181,6.681783136,11.01429197,11,5,5,1,1
sub_16,16,137872.8869,0.834426913,37.44916762,23.91574735,32.78330748,25.13118176,4.971175619,6.128180064,7.891125263,11,5,5,1,1
sub_16,16,1645261.396,0.858930904,35.30832183,14.89761032,32.59964219,30.2840004,5.507011051,6.273460842,7.737489081,1,8.551,6.701,2,2
sub_16,16,570105.2549,0.786875182,36.43453024,14.88482051,34.7236748,26.80579395,4.797225687,6.392490401,7.248852791,6,6.053,4.974,2,1
sub_16,16,1406021.155,0.76313758,36.98208801,17.25949881,32.8458208,30.21699647,5.020847562,6.828127612,7.002118097,3,5,5,1,1
sub_16,16,384362.8318,0.865115371,37.17287351,18.4153907,34.62483412,25.42037373,8.820091593,10.29641796,8.533361437,2,8.784,5.565,2,2
sub_16,16,1176580.515,1.262468932,36.18694758,15.20456114,34.36174588,28.68244661,6.937625903,8.336316965,7.569537269,8,0.5,9.197,1,2
sub_16,16,846643.974,0.726387612,36.84850691,11.94463239,34.41771832,27.99388042,4.911942354,6.492530525,7.020872613,4,4.968,2.929,1,1
sub_16,16,353214.1025,0.920067041,37.30992639,18.0010742,33.80676063,25.46521763,7.298687322,6.333239798,8.476868689,2,6.108,4.483,2,1
sub_16,16,968888.9873,0.783520148,38.46439844,10.84841032,32.69792902,28.39263372,4.79458028,7.043815564,7.117718319,11,5,5,1,1
sub_16,16,2180439.564,0.847371919,33.16205063,26.32792388,32.14308551,31.69274973,4.849860689,6.799081509,7.181906682,11,5,5,1,1
sub_16,16,2398980.65,0.756446128,36.04226868,20.59780423,32.37125305,31.94975762,5.031889521,6.250459516,6.954918443,12,5,5,1,1
sub_16,16,2005646.695,1.313650688,33.9091108,27.19574753,33.72373365,30.93451263,4.946646183,7.344515766,7.218340661,7,1.237,8.939,1,2
sub_16,16,1930349.766,0.744053992,38.64673768,14.96622186,35.20659503,31.29673769,6.633103033,6.329541987,7.24527161,7,0.964,8.527,1,2
sub_16,16,2059794.486,0.770978476,36.5007103,27.80583401,34.33698736,30.78384663,4.929608502,7.667830465,7.464043065,7,0.613,9.002,1,2
sub_16,16,79225.27932,0.847633418,37.58762671,26.45564923,32.99911256,25.1789936,5.041614034,6.321089623,9.19128748,10,7.615,5.036,2,2
sub_16,16,354714.0413,0.830758478,36.64968257,17.97681503,34.54837744,25.46191268,5.759055093,8.194819453,9.431252279,2,6.108,4.475,2,1
sub_16,16,1625862.187,0.796455829,36.348022,15.65687711,32.53122638,30.3720472,6.413341967,6.26387267,8.147963735,1,9.144,6.7,2,2
sub_16,16,1035636.264,0.749517223,37.70289401,10.76584795,34.35624272,28.89300019,4.853704136,7.180503161,7.143570053,11,5,5.016,1,2
sub_16,16,795396.0646,0.761814519,35.00010608,12.23286486,34.6822343,28.00083617,4.829389654,6.65774558,7.161898492,4,5,5,1,1
sub_16,16,697800.0458,0.797212864,37.79945681,13.10464804,32.61868247,26.93701162,4.824579515,6.795438773,6.94804736,11,5,5,1,1
sub_16,16,548506.1359,0.84924806,38.61104693,15.25933471,33.04961628,26.79479559,5.615746131,6.497625662,7.242877589,6,5.967,4.884,2,1
sub_16,16,286666.8172,0.793963909,37.02226041,19.60850482,33.1415252,25.59211564,4.937316194,6.587409139,8.682248357,2,4.854,3.952,1,1
sub_16,16,812645.3609,0.849706769,38.58047672,12.04429052,32.60330871,28.02329503,4.978955176,7.258705928,7.120767647,4,5,5,1,1
sub_16,16,126123.3662,0.831491723,37.23990799,24.35907927,34.91200274,25.13202296,4.873500237,6.406915914,7.7230384,11,5,5,1,1
sub_16,16,1310125.067,0.854444768,38.48959417,20.49092703,33.32610706,29.4759539,4.877165251,6.641477227,6.9551659,11,5,5,1,1
sub_16,16,455659.9234,1.045196938,35.00548481,17.33601381,34.54664364,25.85971413,4.854554913,6.259306126,8.078172804,11,5,5,1,1
sub_16,16,2357632.336,0.798779307,33.99900095,21.64077717,34.60478961,31.87970428,5.013015059,6.484234797,7.435630323,12,5,5,1,1
sub_16,16,189020.8004,0.820127289,35.70889444,22.10377955,33.45056277,25.34020889,4.885052054,6.001562068,8.400237948,11,5,5,1,1
sub_16,16,615653.3968,0.89334841,37.46727146,14.11136027,32.94313884,26.76362145,4.831736164,6.645678318,7.236395692,6,6.043,4.996,2,1
sub_16,16,811345.4139,0.877305061,34.64957644,12.06411103,34.39530168,28.02345338,4.963633741,6.736147761,9.061543808,4,5,5.016,1,2
sub_16,16,2307484.382,0.834394444,38.65634696,22.55253466,32.36003878,31.80926712,4.829643701,6.406020897,7.880845257,5,7.154,3.655,2,1
sub_16,16,896291.9487,0.742739448,37.25076961,11.42647297,33.08957626,27.98446229,4.823481442,7.003062975,6.807945911,4,4.941,2.767,1,1
sub_16,16,2316933.996,0.787710153,34.73318868,22.0332069,34.1531476,31.82437048,4.895850292,6.294198756,12.02858814,5,7.156,3.498,2,1
sub_16,16,1604763.048,0.783880099,37.64485011,16.05548297,32.47958472,30.47813092,6.677593563,7.439286279,7.36445428,1,9.5,6.353,2,2
sub_16,16,996787.8492,0.844224489,34.67604824,10.80666523,34.65727377,28.51382356,4.851803559,6.779128596,13.7406475,11,5,5,1,1
sub_16,16,624603.0317,0.870736799,35.90067424,13.96462981,32.9062631,26.75295666,4.827415468,6.804174889,7.858909264,6,6.043,4.993,2,1
sub_16,16,1279876.301,0.757899034,37.75575468,20.33255204,32.38584602,28.7943016,5.141244171,6.932298052,6.802318954,11,5,5,1,1
sub_16,16,170121.5714,0.891618868,34.77850912,22.76946972,33.03563099,25.14872343,4.855614501,6.241526118,12.88025776,11,5,5,1,1
sub_16,16,849443.8598,0.957139608,36.80035214,11.9201858,32.62712155,27.98902067,4.832370809,6.919258855,6.946828121,4,4.962,2.929,1,1
sub_16,16,974588.7547,0.825372493,38.16487805,10.86118487,32.47912241,28.39834231,4.885450543,6.811214663,7.049837911,11,5,5,1,1
sub_16,16,993787.9716,0.861222782,34.61803331,10.81772677,32.83596518,28.48244304,4.798312543,7.037306777,6.914184853,11,5,5,1,1
sub_16,16,1453269.228,0.832790766,34.97790554,15.45550273,32.93048582,30.43156199,4.839478547,6.937941315,7.405720894,11,5,5,1,1
sub_16,16,363113.6987,0.871150782,38.0068804,17.91062015,33.0173328,25.44792902,13.29135149,11.12618706,11.90185929,2,7.965,4.25,2,1
sub_16,16,1499917.325,0.893234793,37.55915343,15.78742447,35.38533175,30.58118605,4.899184019,7.209161022,7.048988261,11,5,5,1,1
sub_16,16,1332224.166,0.742646037,36.21245792,20.29297289,33.44411622,29.78016328,4.86760503,6.563572127,7.563422084,3,5,5,1,1
sub_16,16,529356.9171,0.746400136,36.79878093,15.62892931,34.19681294,26.70332733,4.846112345,6.482829955,7.450002135,6,5,5,1,1
sub_16,16,1974447.967,0.809235672,36.48608009,24.4048738,34.19969885,31.02575358,5.072535754,7.177263063,7.318281375,7,2.112,8.17,1,2
sub_16,16,2263136.191,0.805459318,34.14597019,23.20117808,32.89069236,31.91035247,4.876639824,6.280411826,12.82569932,5,7.154,3.615,2,1
sub_16,16,95074.63278,0.762291373,37.18574591,25.70921111,34.60073495,25.14651444,4.970539316,6.353076162,7.909627216,10,7.723,5.084,2,2
sub_16,16,1748207.197,0.793714669,35.79831372,15.65037277,33.1195883,30.05283613,14.76936008,6.464368819,8.109189745,1,9.285,5.821,2,2
sub_16,16,2114342.261,0.806384714,40.10968094,27.28852834,32.93578675,30.711696,4.853048337,6.539084088,6.820252552,11,5,5,1,1
sub_16,16,385412.789,0.931139842,37.07061157,18.40433806,34.46869181,25.41805258,6.794850793,10.82254378,8.269343543,2,8.784,5.537,2,2
sub_16,16,966939.0668,0.752982227,38.14717707,10.85719253,34.8451671,28.39110655,4.825510687,7.259032937,6.967787853,11,5,5,1,1
sub_16,16,1749607.139,0.787102748,37.38761218,15.82620386,33.64977811,30.04643582,8.484766961,6.35135934,7.819405893,11,7.6,5.244,2,2
sub_16,16,1075084.655,0.840665792,34.78458132,11.50497765,32.5540725,29.09639743,4.909293748,7.008690852,6.870345154,8,5,5,1,1
sub_16,16,1658210.868,0.750335154,34.55594612,14.26338819,34.85979788,30.27017294,5.868546025,6.249273318,10.15019603,1,8.187,6.005,2,2
sub_16,16,222469.436,0.764201497,36.98091819,21.06777578,34.10419053,25.60219489,4.825861699,6.350199183,8.441581169,2,5,5,1,1
sub_16,16,1785855.661,0.89062872,35.21455221,15.91520603,32.86475411,30.01151915,4.898430586,5.961695484,7.347423635,11,5,5,1,1
sub_16,16,1211729.081,0.605324756,37.07848159,18.15481424,33.66183163,28.50238721,6.182990267,6.452539164,8.371410761,11,5,5,1,1
sub_16,16,630202.8033,0.871004635,36.99823514,13.88664474,34.49698345,26.743927,4.835540426,6.863474345,7.290153839,6,6.043,4.983,2,1
sub_16,16,701599.8908,0.83353004,33.76364774,13.06091381,32.66245634,26.96826499,4.86397597,6.408069393,7.324008244,11,5,5,1,1
sub_16,16,1418320.654,0.724155232,35.34969631,16.63990808,32.61165304,30.31089567,4.853999557,6.856830543,6.971027652,3,5,5,1,1
sub_16,16,880592.5891,0.929390441,38.02866953,11.64290993,32.39598177,27.98394566,4.871953196,6.840101322,6.500487574,4,4.941,2.767,1,1
sub_16,16,1945699.14,0.864118495,37.45466483,21.36174279,34.17891312,31.21343793,4.905091915,7.3765627,6.809801497,7,1.194,8.868,1,2
sub_16,16,285616.86,0.812237841,37.67342333,19.64208252,33.17407106,25.59359378,5.173639825,6.539457844,8.851578054,2,4.854,3.952,1,1
sub_16,16,1866752.361,0.864432755,39.007884,13.1210347,33.78277166,31.41021448,4.895562667,6.40863443,7.276882404,11,5,5,1,1
sub_16,16,461209.697,0.885267398,34.58839694,17.20023521,33.15913171,25.94449288,4.844735409,6.602178211,8.587233393,11,5,5,1,1
sub_16,16,1303125.353,0.804566741,34.42667544,20.74119082,33.83872339,29.33765709,4.872093115,6.443801938,7.230794349,11,5,5,1,1
sub_16,16,1564864.676,0.769900572,37.8586753,14.49382536,32.59476642,30.62563961,5.243785741,6.518550248,7.109030168,1,5,5,1,1
sub_16,16,760847.4739,0.911050763,35.25406829,12.54721502,32.99406187,27.81752549,4.819673952,6.786641105,6.995816998,11,5,5,1,1
sub_16,16,987638.2224,0.772396888,36.20425569,10.86570675,34.37509667,28.4403859,4.850647107,6.858387418,6.967314543,11,5,5,1,1
sub_16,16,756597.6473,0.918108687,36.56692058,12.55947973,33.69860868,27.76869606,4.842867655,6.378910784,7.00541017,11,5,5,1,1
sub_16,16,1625562.2,0.818605504,37.2642428,15.66877026,32.6132187,30.37419123,6.339432299,6.187897828,8.084348512,1,9.144,6.7,2,2
sub_16,16,2405330.39,0.807354794,35.45854404,20.48864186,32.25633686,31.93630292,5.521294462,6.242218145,7.34699308,12,5,5,1,1
sub_16,16,2074943.868,0.843367208,36.26021451,28.90186338,32.39411645,30.73839557,5.444029925,6.415058899,6.931429227,11,5,5,1,1
sub_16,16,947139.8745,0.735038117,35.55756531,10.83421921,32.86838161,28.30010818,4.9044657,6.862841642,7.134957963,11,5,5,1,1
sub_16,16,79525.26709,0.784616839,36.43541732,26.43718646,33.84477439,25.17832335,5.012177055,6.342008631,8.366985054,10,7.615,5.036,2,2
sub_16,16,947039.8785,0.73982582,35.98664146,10.83260664,32.6524689,28.29645884,4.921359103,6.907107154,6.809897039,11,5,5,1,1
sub_16,16,798245.9483,0.742403826,36.58334738,12.20849778,33.84704311,28.00784778,4.860303084,6.834465229,7.609705466,4,5,5,1,1
sub_16,16,845194.0331,0.889913256,37.61020084,11.95542082,32.53236069,27.99717575,4.910721165,6.547008901,6.73704787,4,4.968,2.929,1,1
sub_16,16,1710458.736,0.909443675,36.7277002,13.00015768,33.09714899,30.22639185,10.06087628,6.266333029,8.122668472,1,9.157,5.62,2,2
sub_16,16,767747.1924,0.776286404,37.43324918,12.4758752,34.28536026,27.87792791,4.854646392,6.59278412,7.150160224,11,5,5,1,1
sub_16,16,1921700.119,0.883367285,36.39258853,14.09789637,33.22607544,31.35058593,4.992203708,6.33055473,7.232030761,7,4.991,6.365,1,2
sub_16,16,2247686.821,0.841997834,36.61878325,23.57176364,32.81836132,31.93953984,4.862013632,6.230707232,8.085466751,5,7.185,3.927,2,1
sub_16,16,2150640.78,0.84634021,40.04719132,27.09746625,33.17915385,31.24780724,4.869965263,6.402034736,7.124502938,11,5,5,1,1
sub_16,16,1245027.723,0.871568978,36.3268372,19.88393057,32.41984399,28.52023214,5.044101101,6.233027668,7.865861917,11,5,5,1,1
sub_16,16,968539.0015,0.796445714,35.43934508,10.84607717,33.00405306,28.38837218,4.794154509,6.644919924,12.33876759,11,5,5,1,1
sub_16,16,1712908.636,0.749268565,36.73285581,12.97357393,33.28718391,30.21603666,10.57923233,6.5575754,7.341200361,1,9.157,5.62,2,2
sub_16,16,1203579.414,0.494146332,34.45854495,17.22862734,33.64944281,28.52023734,5.456059316,6.448288141,7.765861473,8,0.615,9.119,1,2
sub_16,16,2011496.456,1.146308455,35.97033911,27.85718263,34.0086475,30.91597432,4.967908133,7.56397932,7.385120414,7,1.237,8.939,1,2
sub_16,16,968489.0036,1.03240886,35.64214996,10.84958546,33.08137818,28.39093434,4.835044997,6.702611776,8.921800306,11,5,5,1,1
sub_16,16,1597313.352,0.835295051,36.21687514,15.96820083,32.42919527,30.51596299,12.41385214,10.10406439,7.614021925,1,9.309,5.216,2,2
sub_16,16,1004187.547,0.876872531,36.84302822,10.75505945,34.85742275,28.5842523,4.907214697,6.831926962,6.776289347,11,5,5,1,1
sub_16,16,1863952.475,0.891482594,35.78772266,13.22798017,34.51498157,31.38303207,4.845848827,6.299530324,7.071950642,11,5,5,1,1
sub_16,16,1112433.132,0.850388019,37.4186598,12.15743753,32.5953365,29.01077918,4.971236127,6.648160844,6.616136883,8,5,5,1,1
sub_16,16,890742.1751,0.793626441,38.33515305,11.50800326,32.4077946,27.9813466,4.827988897,6.864432539,7.027770316,4,4.941,2.767,1,1
sub_16,16,2413780.046,0.763917186,34.31234084,20.00694382,32.47797402,31.92800894,4.80936332,6.41325293,8.806686076,12,5,5,1,1
sub_16,16,2280635.477,0.82324214,33.85771186,23.43038197,32.37057399,31.85349311,4.856988184,6.360023816,12.41746865,5,7.154,3.678,2,1
sub_16,16,257917.9899,0.811501657,35.21157275,20.17109934,32.53758709,25.63359262,4.837724823,6.838754018,8.436140896,2,5,4.882,1,1
sub_16,16,2012296.424,1.270757019,36.72910123,27.71689912,33.87555581,30.91319795,5.046938711,7.489157547,7.156606398,7,1.237,8.939,1,2
sub_16,16,1251427.462,0.738380884,37.80902466,19.97317875,33.02268539,28.52935491,5.248659226,6.728125835,7.04871335,11,5,5,1,1
sub_16,16,324215.2854,0.931743727,35.19808186,18.54336958,34.87370999,25.51311073,4.966993944,6.61874279,13.4506223,2,4.995,3.921,1,1
sub_16,16,1703309.028,0.827674164,36.24783163,12.91385783,33.64018428,30.24764572,9.789527673,6.245660057,7.828608339,1,9.046,5.625,2,2
sub_16,16,2167140.107,0.769427071,37.79673603,26.96189156,32.15254875,31.50740897,4.867926012,6.537739891,7.270091077,11,5,5,1,1
sub_16,16,2388281.086,0.813543466,35.44821849,20.91700999,32.94066508,31.95169073,4.819815508,6.548153437,7.191763162,12,5,5,1,1
sub_16,16,1319724.676,1.207926482,34.70923386,20.37314448,34.76272726,29.62927074,4.919709064,6.482849961,7.909472511,11,5,5,1,1
sub_16,16,1457019.075,0.797554323,38.39750766,15.53946059,33.05172763,30.44465541,4.797310614,7.031585502,6.894831052,11,5,5,1,1
sub_16,16,1204629.371,0.629707059,34.74060461,17.14367234,35.2152622,28.52300977,5.611992414,6.221583173,7.476959228,8,0.615,9.119,1,2
sub_16,16,1427920.262,0.766667941,37.22026035,16.52118539,34.38941911,30.37094867,4.900556952,7.143325508,7.03318241,3,5,5,1,1
sub_16,16,989588.1429,0.735096322,36.78960776,10.84377763,32.64949335,28.45258807,5.386440583,6.188850389,6.929435394,11,5,5,1,1
sub_16,16,1639761.62,0.809196947,35.06647575,15.15905117,32.84125401,30.30360482,5.743805841,6.242204122,10.57979805,1,8.54,6.635,2,2
sub_16,16,79975.24873,0.81963067,35.27097622,26.42171218,35.2142342,25.17641826,5.031697596,6.345340763,8.271797696,10,7.615,5.036,2,2
sub_16,16,926390.7209,0.798872122,36.02317523,11.01576774,32.96063615,28.08259978,4.866656724,7.121089728,6.897612371,4,4.941,2.767,1,1
sub_16,16,1196129.717,0.988986675,35.17015259,15.79542387,34.86924213,28.56646128,5.492361189,6.089640768,8.76298983,8,0.5,9.231,1,2
sub_16,16,664101.4205,0.785029728,37.98350117,13.4793434,32.66413695,26.78540675,6.890334558,6.34972257,7.293696514,11,5,5,1,1
sub_16,16,388612.6585,0.892253714,38.82140914,18.41142044,34.45226702,25.41706438,12.24608452,11.62376186,9.102983859,2,8.946,5.768,2,2
sub_16,16,1607162.95,0.774348958,36.41106318,16.07863005,32.51211786,30.46469302,8.096746806,8.863309428,7.095805513,1,9.5,6.544,2,2
sub_16,16,2448328.636,0.842160707,35.14579337,18.36417501,33.98707486,31.8891197,4.860920051,6.298992746,6.906673959,12,5,5,1,1
sub_16,16,734998.5284,0.815617214,35.48427284,12.75633919,34.58399216,27.44796022,4.844999706,6.557324769,7.191622488,11,5,5,1,1
sub_16,16,278217.1618,1.151802817,35.89609068,19.83062475,33.62160221,25.60513631,4.822918329,6.985538139,11.4283089,2,4.875,3.959,1,1
sub_16,16,456409.8928,0.791235126,37.26084768,17.31818468,33.30965022,25.87181425,4.839883938,6.297317627,7.373347621,11,5,5,1,1
sub_16,16,1984597.553,0.899975863,37.67343393,25.15806874,34.8479274,31.00208657,5.091423343,6.960493079,8.004004197,7,0.997,8.846,1,2
sub_16,16,1702709.053,0.770836651,37.52122226,12.92721674,34.25685984,30.24905693,14.92143157,6.395459878,7.548732947,1,9.046,5.625,2,2
sub_16,16,1541965.61,0.86705132,35.05568516,14.32844302,32.37586252,30.62665017,4.839667587,6.790686841,7.366515219,11,5,5,1,1
sub_16,16,2152490.705,0.924574132,34.1546435,27.40950523,32.26891948,31.27644585,4.798400045,6.381441144,7.045257766,11,5,5,1,1
sub_16,16,1782355.803,0.761145779,36.2295602,16.00311118,32.48134097,29.97970643,4.923646806,6.062027511,6.815417035,11,5,5,1,1
sub_16,16,888942.2485,0.836518127,36.13906761,11.53915019,33.97148253,27.9814619,4.863053441,7.165743555,6.646886319,4,4.941,2.767,1,1
sub_16,16,58776.11351,0.801506441,36.18445896,27.44340479,34.69414822,25.25237111,4.883530671,6.11812824,8.464174281,10,7.353,4.963,2,1
sub_16,16,1681659.911,0.796034524,37.90759352,13.3690187,32.71427031,30.28633623,7.959920804,6.462679551,7.621423162,1,8.793,5.782,2,2
sub_16,16,763697.3576,0.772096948,36.12875904,12.51255758,34.68247127,27.84503445,4.782879885,6.991729164,6.935335794,11,5,5,1,1
sub_16,16,2261436.26,0.787770039,37.6638614,23.32220881,32.75363922,31.9148208,4.87761444,6.380468566,7.177553041,5,7.154,3.615,2,1
sub_16,16,32227.19652,0.770272215,35.92659109,28.73333391,33.16644792,25.3311931,4.95896557,6.315286614,7.907951838,10,7.436,4.887,2,1
sub_16,16,883592.4668,1.036442667,34.9252799,11.59472684,32.43520073,27.98293024,4.832695546,6.749552413,12.22479274,4,4.941,2.767,1,1
sub_16,16,43976.71722,0.778347072,37.11364713,28.18439116,33.15620119,25.32041219,5.047931919,6.448191924,8.413610864,10,7.353,5.004,2,2
sub_16,16,1231828.261,0.830026151,39.70331686,19.22687857,32.64551634,28.4598,5.364984166,6.213389774,6.994846009,11,5,5,1,1
sub_16,16,765097.3005,0.83998541,34.67932535,12.49997962,32.7848246,27.85643261,4.808430637,6.729802368,9.605835345,11,5,5,1,1
sub_16,16,722449.0403,0.826555637,35.21768196,12.87023018,32.68292206,27.23491855,4.804300884,6.666626571,6.785190771,11,5,5,1,1
sub_16,16,1859102.673,0.805872632,37.2198227,13.42889837,34.17511053,31.33330182,4.835150461,6.420374283,7.052506966,11,5,5,1,1
sub_16,16,1773206.177,0.813451719,38.3934018,16.15413201,34.37561525,29.9498032,4.926604279,6.175288815,6.991061105,11,5,5,1,1
sub_16,16,530456.8722,0.739119869,36.42515905,15.61374575,34.29939125,26.71207252,4.818739356,6.199656501,7.339516488,6,5,5,1,1
sub_16,16,338464.7042,0.802976443,35.93842713,18.21659909,33.45735293,25.48881223,5.890247976,6.346431674,7.787250494,2,5.144,3.921,2,1
sub_16,16,802395.779,0.771486762,37.4991433,12.15011887,34.48921406,28.01558956,4.840653523,6.718584707,7.004677083,4,5,5,1,1
sub_16,16,495558.2958,0.94742669,37.99763335,16.33749237,32.95211416,26.39762554,4.834165866,6.207760202,7.639652508,11,5,5,1,1
sub_16,16,2316034.033,0.819182187,33.29038334,22.07287245,32.79992877,31.81778895,4.870038439,6.164799948,7.574373823,5,7.154,3.597,2,1
sub_16,16,50176.46431,0.817015152,37.11912091,27.87551336,33.09372114,25.30665928,5.044911347,6.357183164,8.113382041,10,7.353,5.004,2,2
sub_16,16,1459118.989,0.818123723,38.40652012,15.97231469,32.08143435,30.45217982,4.813806278,6.717395023,6.908628927,11,5,5,1,1
sub_16,16,1757406.821,1.001179922,35.42833812,16.14429947,32.90496132,30.01216457,6.577521724,6.563335983,7.930699694,11,5,5,1,1
sub_16,16,1924400.009,0.759901667,36.40858999,14.07879016,33.4114618,31.33462221,4.911428228,6.357305717,7.051087228,7,4.973,6.406,1,2
sub_16,16,1568814.514,0.766182792,37.43686599,14.93084935,32.36332223,30.62590542,9.542523367,6.185436981,7.928914597,1,5.454,4.88,2,1
sub_16,16,1662710.684,0.867090194,36.13959085,14.07475599,32.51853657,30.27662783,6.265651185,6.450209056,7.65784647,1,8.181,5.955,2,2
sub_16,16,1379572.234,0.834127893,35.24359304,18.52227597,32.55772855,29.98939819,4.864103564,6.64470375,7.506213411,3,5,5,1,1
sub_16,16,657701.6815,0.739470575,37.27591945,13.55535473,33.42315633,26.76514192,5.040355238,6.269258955,7.569215628,6,6.307,4.926,2,1
sub_16,16,1610412.818,0.883023229,35.81740552,16.02000752,32.85007541,30.44955157,7.770583807,6.397587266,7.076846226,1,9.026,6.469,2,2
sub_16,16,534456.7091,0.893515431,37.93554454,15.5231763,32.78985469,26.74056417,11.68957383,9.941875837,7.239046924,6,5,5,1,1
sub_16,16,944689.9744,0.930031434,36.47125628,10.81076851,32.63707929,28.27709483,5.075756992,7.186560678,7.178364946,11,5,5,1,1
sub_16,16,1557364.982,0.866034139,37.92299396,14.46212864,33.86699189,30.62103595,4.899484766,6.765080784,7.305608556,11,5,5,1,1
sub_16,16,1717558.447,0.927087023,37.57921494,12.87472379,32.92434043,30.19780063,8.982418085,6.628425939,7.995168611,1,9.37,5.345,2,2
sub_16,16,736848.4529,0.883415287,37.39407704,12.74936491,32.59698738,27.48001031,4.816484881,6.669087063,7.552708844,11,5,5,1,1
sub_16,16,1786505.634,0.821423131,38.72466039,15.90466902,32.47643346,30.01804614,5.014166154,6.056182376,7.45281414,11,5,5,1,1
sub_16,16,1728108.016,0.931434528,35.39635637,14.86236991,33.79126096,30.15604528,7.742977085,6.028322366,11.07323229,1,9.427,5.975,2,2
sub_16,16,1351923.362,0.842110801,38.57017898,19.68268821,32.59269782,29.86077496,4.831838049,6.723682485,7.168155166,3,5,5,1,1
sub_16,16,185770.933,0.780423549,36.63619732,22.21555094,32.63982545,25.29563572,5.284882301,6.008868334,7.667897194,11,5,5,1,1
