Index,Valence,Arousal,True_Valence,True_Arousal,User,Split
5897,1,1,1,1,24,10
5898,0,0,1,1,24,10
5899,1,1,1,1,24,10
5900,1,1,1,1,24,10
5901,0,0,1,1,24,10
5902,0,0,1,1,24,10
5903,0,0,1,1,24,10
5904,0,0,1,1,24,10
5905,0,0,1,1,24,10
5906,0,0,1,1,24,10
5907,1,1,1,1,24,10
5908,0,0,1,1,24,10
5909,0,0,1,1,24,10
5910,0,0,1,1,24,10
5911,0,0,1,1,24,10
5912,0,0,1,1,24,10
5913,0,0,1,1,24,10
5914,0,0,1,1,24,10
5915,1,1,1,1,24,10
5916,0,0,0,0,24,10
5917,1,1,1,1,24,10
5918,0,0,1,1,24,10
5919,0,0,0,1,24,10
5920,0,0,0,1,24,10
5921,0,0,0,1,24,10
5922,0,0,0,1,24,10
5923,0,0,0,1,24,10
5924,1,1,0,1,24,10
5925,0,0,0,1,24,10
5926,0,0,0,1,24,10
5927,0,0,0,1,24,10
5928,0,0,0,1,24,10
5929,0,0,0,1,24,10
5930,0,0,0,1,24,10
5931,0,0,0,1,24,10
5932,0,0,0,1,24,10
5933,0,0,0,1,24,10
5934,0,0,0,1,24,10
5935,0,0,0,1,24,10
5936,0,0,0,1,24,10
5937,0,0,0,1,24,10
5938,0,0,0,1,24,10
5939,0,0,0,1,24,10
5940,0,0,0,1,24,10
5941,0,0,0,1,24,10
5942,1,1,1,1,24,10
5943,0,0,1,1,24,10
5944,0,0,1,1,24,10
5965,0,0,1,1,25,10
5966,0,0,1,1,25,10
5967,0,0,1,1,25,10
5968,0,0,1,1,25,10
5969,0,0,1,1,25,10
5970,0,0,1,1,25,10
5971,0,0,1,1,25,10
5972,0,0,1,1,25,10
5973,0,0,1,1,25,10
5974,0,0,1,1,25,10
5975,0,0,1,1,25,10
5976,0,0,1,1,25,10
5977,0,0,1,1,25,10
5978,0,0,1,1,25,10
5979,0,0,1,1,25,10
5980,0,0,0,0,25,10
5981,0,0,0,0,25,10
5982,0,0,0,0,25,10
5983,0,0,1,0,25,10
5984,0,0,1,0,25,10
5985,0,0,1,0,25,10
5986,0,0,1,0,25,10
5987,0,0,1,0,25,10
5988,0,0,1,0,25,10
5989,0,0,1,0,25,10
5990,0,0,1,0,25,10
5991,0,0,1,0,25,10
5992,0,0,1,0,25,10
5993,0,0,1,0,25,10
5994,0,0,1,0,25,10
5995,0,0,1,0,25,10
5996,0,0,1,0,25,10
5997,0,0,1,0,25,10
5998,0,0,1,0,25,10
5999,0,0,1,0,25,10
6000,0,0,1,0,25,10
6001,0,0,1,0,25,10
6002,0,0,1,0,25,10
6003,0,0,1,0,25,10
6004,0,0,1,1,25,10
6005,0,0,1,1,25,10
6006,0,0,1,1,25,10
6007,0,0,1,1,25,10
6008,0,0,1,1,25,10
6009,0,0,1,1,25,10
6010,0,0,1,1,25,10
6011,0,0,1,1,25,10
6012,0,0,1,1,25,10
6013,0,0,1,1,25,10
6014,0,0,0,0,25,10
6015,0,0,0,0,25,10
6016,0,0,0,0,25,10
6017,0,0,0,0,25,10
6018,0,0,0,1,25,10
6019,0,0,0,1,25,10
6020,0,0,1,0,25,10
6021,0,0,1,0,25,10
6022,0,0,1,0,25,10
6023,0,0,1,0,25,10
6024,0,0,1,0,25,10
6025,0,0,1,0,25,10
6026,0,0,1,0,25,10
6027,0,0,1,0,25,10
6028,0,0,1,0,25,10
6029,0,0,1,0,25,10
6030,0,0,1,0,25,10
6031,1,1,1,0,25,10
6032,1,1,1,0,25,10
6033,0,0,1,0,25,10
6034,0,0,1,0,25,10
6035,0,0,1,0,25,10
6036,0,0,1,0,25,10
6037,0,0,0,0,25,10
6038,0,0,0,1,25,10
6039,1,1,0,1,25,10
6040,0,0,0,1,25,10
6041,0,0,0,0,25,10
6042,0,0,0,0,25,10
6043,0,0,0,0,25,10
6044,0,0,0,0,25,10
6045,0,0,0,0,25,10
6046,0,0,0,0,25,10
6047,0,0,0,0,25,10
6048,0,0,0,0,25,10
6049,0,0,0,0,25,10
6050,0,0,0,0,25,10
6051,0,0,0,0,25,10
6052,0,0,0,0,25,10
6053,0,0,0,0,25,10
6054,0,0,0,0,25,10
6055,0,0,0,0,25,10
6056,0,0,0,0,25,10
6057,0,0,0,0,25,10
6058,0,0,0,0,25,10
6059,0,0,0,0,25,10
6060,0,0,0,0,25,10
6061,0,0,0,0,25,10
6062,0,0,0,0,25,10
6063,0,0,0,0,25,10
6064,0,0,0,0,25,10
6065,0,0,0,0,25,10
6066,0,0,0,0,25,10
6067,0,0,0,0,25,10
6068,0,0,0,0,25,10
6069,0,0,0,0,25,10
6070,1,1,1,1,25,10
6071,0,0,1,1,25,10
6072,0,0,1,1,25,10
6073,0,0,1,1,25,10
6074,0,0,1,0,25,10
6075,0,0,1,0,25,10
6076,0,0,1,0,25,10
6077,0,0,1,0,25,10
6078,0,0,1,0,25,10
6079,0,0,1,0,25,10
6080,0,0,1,0,25,10
6081,0,0,1,0,25,10
6082,0,0,1,0,25,10
6083,0,0,1,0,25,10
6084,0,0,1,0,25,10
6085,0,0,1,0,25,10
6086,0,0,1,0,25,10
6087,0,0,1,0,25,10
6088,0,0,1,0,25,10
6089,0,0,0,0,25,10
6090,0,0,0,0,25,10
6091,0,0,0,0,25,10
6092,0,0,0,0,25,10
6093,0,0,0,0,25,10
6094,0,0,0,0,25,10
6095,0,0,0,0,25,10
6096,0,0,0,0,25,10
6097,0,0,0,0,25,10
6098,0,0,1,1,25,10
6099,0,0,1,0,25,10
6100,0,0,1,1,25,10
6101,0,0,1,1,25,10
6102,0,0,1,1,25,10
6103,0,0,1,1,25,10
6104,0,0,1,1,25,10
6105,0,0,1,1,25,10
6106,0,0,1,1,25,10
6107,0,0,1,1,25,10
6108,0,0,1,1,25,10
6109,0,0,1,1,25,10
6110,0,0,1,1,25,10
6111,0,0,1,1,25,10
6112,0,0,1,1,25,10
6113,0,0,1,1,25,10
6114,0,0,1,1,25,10
6115,0,0,0,0,25,10
6116,0,0,0,0,25,10
6117,0,0,0,0,25,10
6118,0,0,0,1,25,10
6119,0,0,0,1,25,10
6120,0,0,0,1,25,10
6121,0,0,0,1,25,10
6122,0,0,0,1,25,10
6123,0,0,0,1,25,10
6124,0,0,0,1,25,10
6125,0,0,0,1,25,10
6126,1,0,0,0,25,10
6127,1,0,1,0,25,10
6128,1,0,1,0,25,10
6129,0,0,0,0,25,10
6130,0,0,0,0,25,10
6131,0,0,0,0,25,10
6132,0,0,0,0,25,10
6133,0,0,0,0,25,10
6134,0,0,0,0,25,10
6135,0,0,1,0,25,10
6136,0,0,1,0,25,10
6137,0,0,1,0,25,10
6138,0,0,1,0,25,10
6139,1,1,1,0,25,10
6140,0,0,1,0,25,10
6141,0,0,0,0,25,10
6142,0,0,0,1,25,10
6143,0,0,0,1,25,10
6144,0,0,0,1,25,10
6145,0,0,0,1,25,10
6146,0,0,0,1,25,10
6147,0,0,0,1,25,10
6148,0,0,0,0,25,10
6149,0,0,0,0,25,10
6150,0,0,0,0,25,10
6151,0,0,0,0,25,10
6152,0,0,0,0,25,10
6153,0,0,0,0,25,10
6154,0,0,0,0,25,10
6155,0,0,0,0,25,10
6156,0,0,0,0,25,10
6157,0,0,0,0,25,10
6158,0,0,0,0,25,10
6159,0,0,0,0,25,10
6160,0,0,0,0,25,10
6161,0,0,0,0,25,10
6162,0,0,0,0,25,10
6163,1,1,0,0,25,10
6164,0,0,0,0,25,10
6165,0,0,0,0,25,10
6166,0,0,0,1,25,10
6167,0,0,0,1,25,10
6168,0,0,0,1,25,10
6169,0,0,0,1,25,10
6170,0,0,0,1,25,10
6171,0,0,0,1,25,10
6172,0,0,0,1,25,10
6173,0,0,0,1,25,10
6174,0,0,0,1,25,10
6175,0,0,0,1,25,10
6176,0,0,0,0,25,10
6177,0,0,0,0,25,10
6178,0,0,0,0,25,10
6179,0,0,0,0,25,10
6180,0,0,0,0,25,10
6181,0,0,0,0,25,10
6182,0,0,0,1,25,10
6183,0,0,0,1,25,10
6184,1,1,0,1,25,10
6185,0,0,0,1,25,10
6186,0,0,0,1,25,10
6187,0,0,0,1,25,10
6188,0,0,0,1,25,10
6189,0,0,0,1,25,10
6190,0,0,0,1,25,10
6191,0,0,0,1,25,10
6192,0,0,0,1,25,10
6193,0,0,0,1,25,10
6214,0,0,1,1,26,10
6215,0,0,1,1,26,10
6216,0,0,1,1,26,10
6217,0,0,1,1,26,10
6218,0,0,1,1,26,10
6219,0,0,1,1,26,10
6220,0,0,1,1,26,10
6221,0,0,1,1,26,10
6222,1,0,1,1,26,10
6223,0,0,1,1,26,10
6224,0,0,1,1,26,10
6225,0,1,1,1,26,10
6226,0,0,1,1,26,10
6227,0,0,1,1,26,10
6228,0,0,0,0,26,10
6229,1,0,1,0,26,10
6230,1,0,1,0,26,10
6231,0,0,1,0,26,10
6232,0,0,1,0,26,10
6233,0,0,1,0,26,10
6234,0,0,1,0,26,10
6235,1,0,1,0,26,10
6236,0,0,1,0,26,10
6237,0,0,1,0,26,10
6238,0,0,1,0,26,10
6239,0,0,1,0,26,10
6240,0,0,1,0,26,10
6241,0,0,0,0,26,10
6242,0,0,0,0,26,10
6243,0,0,0,0,26,10
6244,0,0,0,0,26,10
6245,0,0,0,0,26,10
6246,0,0,0,0,26,10
6247,0,0,0,0,26,10
6248,0,0,0,0,26,10
6249,0,0,0,0,26,10
6250,0,0,0,1,26,10
6251,0,0,0,1,26,10
6252,0,0,0,1,26,10
6253,0,0,0,1,26,10
6254,0,0,0,1,26,10
6255,0,0,0,1,26,10
6256,0,0,0,1,26,10
6257,0,0,1,1,26,10
6258,0,0,1,1,26,10
6259,0,0,1,1,26,10
6260,0,0,1,1,26,10
6261,0,0,0,0,26,10
6262,0,0,0,0,26,10
6263,0,0,0,1,26,10
6264,0,0,1,1,26,10
6265,1,0,1,1,26,10
6266,0,0,1,1,26,10
6267,1,0,1,1,26,10
6268,0,0,1,1,26,10
6269,0,0,1,1,26,10
6270,0,0,1,1,26,10
6271,0,0,1,1,26,10
6272,0,0,1,1,26,10
6273,0,0,0,1,26,10
6274,0,0,0,1,26,10
6275,1,0,0,1,26,10
6276,0,0,0,1,26,10
6277,0,0,1,1,26,10
6278,0,0,1,1,26,10
6279,0,0,1,1,26,10
6280,0,0,1,1,26,10
6281,0,0,1,1,26,10
6282,0,0,1,1,26,10
6283,1,0,1,1,26,10
6284,0,0,0,0,26,10
6285,1,1,1,1,26,10
6286,0,0,0,0,26,10
6287,0,0,1,0,26,10
6288,0,0,1,0,26,10
6289,0,0,1,0,26,10
6290,0,0,1,0,26,10
6291,0,0,1,0,26,10
6292,0,0,1,0,26,10
6293,0,0,1,0,26,10
6294,0,0,1,0,26,10
6295,0,0,1,0,26,10
6296,0,1,1,0,26,10
6297,0,1,1,0,26,10
6298,0,1,1,0,26,10
6299,0,0,1,0,26,10
6300,0,0,1,0,26,10
6301,0,0,1,0,26,10
6302,0,1,1,0,26,10
6303,0,0,1,0,26,10
6304,0,0,1,0,26,10
6305,0,0,1,0,26,10
6306,0,0,1,0,26,10
6307,0,0,1,0,26,10
6308,0,0,1,0,26,10
6309,0,1,1,0,26,10
6310,0,0,1,0,26,10
6311,0,0,1,0,26,10
6312,0,0,1,0,26,10
6313,0,0,1,0,26,10
6314,0,0,0,0,26,10
6315,0,0,0,0,26,10
6316,0,0,0,0,26,10
6317,1,0,1,0,26,10
6318,0,0,1,0,26,10
6319,0,1,1,0,26,10
6320,0,0,1,0,26,10
6321,0,0,1,0,26,10
6322,0,0,1,0,26,10
6323,0,0,1,0,26,10
6324,0,0,1,0,26,10
6325,0,0,1,0,26,10
6326,0,0,1,0,26,10
6327,0,0,1,0,26,10
6328,0,0,1,0,26,10
6329,0,0,1,0,26,10
6330,0,0,1,0,26,10
6331,0,0,1,0,26,10
6332,0,0,1,0,26,10
6333,0,0,1,0,26,10
6334,0,0,1,0,26,10
6335,0,0,1,0,26,10
6336,0,0,1,0,26,10
6337,0,0,1,0,26,10
6338,0,0,1,0,26,10
6339,0,0,1,0,26,10
6340,0,1,1,0,26,10
6341,0,1,1,0,26,10
6342,0,1,1,0,26,10
6343,0,1,1,0,26,10
6344,0,0,0,0,26,10
6345,0,0,1,1,26,10
6346,0,0,1,0,26,10
6347,0,1,1,0,26,10
6348,0,0,1,0,26,10
6349,0,0,1,0,26,10
6350,0,0,1,0,26,10
6351,0,0,1,0,26,10
6352,0,0,1,0,26,10
6353,0,0,1,0,26,10
6354,0,0,1,1,26,10
6355,0,0,1,1,26,10
6356,0,0,1,1,26,10
6357,0,0,1,1,26,10
6358,0,1,1,1,26,10
6359,0,0,1,1,26,10
6360,0,1,1,1,26,10
6361,0,0,1,1,26,10
6362,0,0,1,1,26,10
6363,0,0,1,1,26,10
6364,0,0,1,1,26,10
6365,0,1,1,1,26,10
6366,0,0,0,1,26,10
6367,0,0,0,1,26,10
6368,0,1,0,1,26,10
6369,0,0,0,1,26,10
6370,0,0,1,1,26,10
6371,0,1,1,1,26,10
6372,0,0,0,0,26,10
6373,0,0,1,1,26,10
6374,0,0,1,1,26,10
6375,0,1,1,1,26,10
6376,0,1,0,0,26,10
6377,0,0,0,0,26,10
6378,0,0,0,1,26,10
6379,0,0,0,1,26,10
6380,0,0,0,1,26,10
6381,0,0,0,1,26,10
6382,0,0,0,1,26,10
6383,0,0,0,1,26,10
6384,0,1,0,1,26,10
6385,0,0,0,1,26,10
6386,0,1,0,1,26,10
6387,0,0,0,1,26,10
6388,0,0,0,1,26,10
6389,0,0,0,1,26,10
6390,0,0,0,1,26,10
6391,0,0,0,1,26,10
6392,0,0,0,1,26,10
6393,0,0,0,1,26,10
6394,0,1,0,1,26,10
6395,0,0,0,1,26,10
6396,0,0,0,1,26,10
6397,0,0,0,1,26,10
6398,0,0,0,1,26,10
6399,0,0,0,1,26,10
6400,0,0,0,1,26,10
6401,0,0,0,1,26,10
6402,0,0,0,1,26,10
6403,0,0,0,1,26,10
6404,0,0,0,1,26,10
6405,0,0,0,1,26,10
6406,0,0,0,1,26,10
6407,0,0,0,1,26,10
6408,0,0,0,1,26,10
6409,0,1,0,1,26,10
6410,0,0,0,1,26,10
6411,0,0,0,0,26,10
6412,0,0,0,0,26,10
6413,0,1,0,0,26,10
6414,0,0,0,1,26,10
6415,0,1,0,1,26,10
6416,0,1,0,1,26,10
6417,0,1,0,1,26,10
6418,0,0,1,1,26,10
6419,0,0,1,0,26,10
6420,0,0,1,0,26,10
6421,0,0,1,0,26,10
6422,0,0,1,0,26,10
6423,0,0,1,0,26,10
6424,0,0,1,0,26,10
6425,0,0,1,0,26,10
6426,0,0,0,0,26,10
6427,0,0,0,1,26,10
6428,0,0,0,1,26,10
6429,0,1,0,1,26,10
6430,0,0,0,1,26,10
6431,0,0,0,1,26,10
6432,0,0,0,1,26,10
6433,0,0,0,1,26,10
6434,0,0,0,1,26,10
6435,0,0,0,1,26,10
6436,0,0,0,1,26,10
6437,0,0,0,1,26,10
6438,0,0,0,1,26,10
6439,0,0,0,1,26,10
6460,0,0,1,0,27,10
6461,0,0,1,0,27,10
6462,0,0,1,1,27,10
6463,0,0,1,1,27,10
6464,0,1,1,1,27,10
6465,0,1,1,1,27,10
6466,0,0,1,1,27,10
6467,1,0,1,1,27,10
6468,0,0,1,1,27,10
6469,1,0,1,1,27,10
6470,0,0,1,1,27,10
6471,0,0,1,1,27,10
6472,0,0,1,1,27,10
6473,0,0,1,1,27,10
6474,0,0,0,0,27,10
6475,0,0,0,0,27,10
6476,1,0,1,0,27,10
6477,0,0,1,0,27,10
6478,0,0,1,0,27,10
6479,0,0,1,0,27,10
6480,0,0,1,0,27,10
6481,0,0,1,0,27,10
6482,0,0,1,0,27,10
6483,0,0,1,0,27,10
6484,0,0,1,0,27,10
6485,0,0,0,0,27,10
6486,0,0,0,0,27,10
6487,0,0,0,0,27,10
6488,0,0,0,0,27,10
6489,0,0,0,0,27,10
6490,0,0,0,0,27,10
6491,0,0,0,0,27,10
6492,0,0,0,0,27,10
6493,0,0,0,0,27,10
6494,0,0,0,0,27,10
6495,0,0,0,0,27,10
6496,0,0,0,0,27,10
6497,0,0,0,0,27,10
6498,0,0,0,0,27,10
6499,0,0,0,0,27,10
6500,0,0,0,0,27,10
6501,0,0,0,0,27,10
6502,0,0,0,0,27,10
6503,0,0,0,0,27,10
6504,0,0,0,0,27,10
6505,0,0,0,0,27,10
6506,0,0,0,0,27,10
6507,0,0,0,0,27,10
6508,1,0,1,0,27,10
6509,0,0,1,0,27,10
6510,0,1,1,0,27,10
6511,0,1,1,0,27,10
6512,0,1,1,0,27,10
6513,0,0,1,0,27,10
6514,0,1,1,0,27,10
6515,1,0,0,0,27,10
6516,0,0,0,0,27,10
6517,0,1,0,0,27,10
6518,0,1,0,0,27,10
6519,0,0,0,0,27,10
6520,1,0,0,0,27,10
6521,0,0,0,0,27,10
6522,0,0,0,0,27,10
6523,0,0,0,0,27,10
6524,0,0,0,0,27,10
6525,0,1,0,0,27,10
6526,0,0,0,0,27,10
6527,0,0,0,0,27,10
6528,0,1,0,0,27,10
6529,0,0,0,0,27,10
6530,0,0,0,0,27,10
6531,0,0,0,0,27,10
6532,0,0,0,0,27,10
6533,0,0,1,0,27,10
6534,0,0,1,0,27,10
6535,0,0,1,0,27,10
6536,0,0,1,0,27,10
6537,0,0,1,0,27,10
6538,0,0,1,0,27,10
6539,0,0,1,0,27,10
6540,0,0,1,0,27,10
6541,0,1,1,0,27,10
6542,0,0,1,0,27,10
6543,0,0,1,0,27,10
6544,0,0,1,0,27,10
6545,0,0,1,0,27,10
6546,0,0,1,0,27,10
6547,0,0,1,0,27,10
6548,0,0,1,0,27,10
6549,0,0,1,0,27,10
6550,0,0,1,0,27,10
6551,0,0,1,0,27,10
6552,0,0,1,0,27,10
6553,0,0,1,0,27,10
6554,0,0,1,0,27,10
6555,0,0,1,0,27,10
6556,0,0,1,0,27,10
6557,0,0,1,0,27,10
6558,0,0,1,0,27,10
6559,0,0,1,0,27,10
6560,0,0,1,0,27,10
6561,0,0,1,0,27,10
6562,0,0,0,0,27,10
6563,1,0,1,0,27,10
6564,0,1,1,0,27,10
6565,0,0,1,0,27,10
6566,0,1,1,0,27,10
6567,0,0,1,0,27,10
6568,0,0,1,0,27,10
6569,0,1,1,0,27,10
6570,0,1,1,0,27,10
6571,0,0,1,0,27,10
6572,0,0,1,0,27,10
6573,0,1,1,0,27,10
6574,0,1,1,1,27,10
6575,0,0,1,1,27,10
6576,0,0,1,1,27,10
6577,0,0,1,1,27,10
6578,0,0,1,1,27,10
6579,0,0,1,1,27,10
6580,0,0,1,1,27,10
6581,0,0,1,1,27,10
6582,0,0,1,1,27,10
6583,0,0,1,1,27,10
6584,0,0,1,1,27,10
6585,0,0,1,1,27,10
6586,0,0,1,1,27,10
6587,0,0,1,1,27,10
6588,0,0,1,1,27,10
6589,0,0,1,1,27,10
6590,1,0,0,0,27,10
6591,1,0,1,1,27,10
6592,0,0,1,1,27,10
6593,0,0,1,1,27,10
6594,0,0,1,1,27,10
6595,0,0,0,0,27,10
6596,0,0,0,0,27,10
6597,0,0,0,0,27,10
6598,0,0,0,0,27,10
6599,0,0,0,0,27,10
6600,0,0,0,0,27,10
6601,0,0,0,0,27,10
6602,0,0,0,0,27,10
6603,0,0,0,0,27,10
6604,0,1,1,0,27,10
6605,0,0,1,0,27,10
6606,0,0,1,0,27,10
6607,0,0,1,0,27,10
6608,0,0,1,0,27,10
6609,0,0,1,0,27,10
6610,0,0,1,0,27,10
6611,0,0,1,0,27,10
6612,0,0,1,0,27,10
6613,0,0,1,0,27,10
6614,0,0,1,0,27,10
6615,0,0,1,0,27,10
6616,0,0,1,0,27,10
6617,0,0,1,0,27,10
6618,0,0,0,0,27,10
6619,0,0,0,0,27,10
6620,0,0,0,0,27,10
6621,0,0,0,0,27,10
6622,0,0,0,0,27,10
6623,0,0,0,0,27,10
6624,0,0,0,0,27,10
6625,0,0,0,0,27,10
6626,0,0,0,0,27,10
6627,0,0,0,0,27,10
6628,0,0,0,0,27,10
6629,0,0,0,0,27,10
6630,0,0,0,1,27,10
6631,0,0,0,1,27,10
6632,0,0,0,1,27,10
6633,0,0,0,1,27,10
6634,0,0,0,1,27,10
6635,0,0,0,1,27,10
6636,0,0,0,1,27,10
6637,0,0,0,1,27,10
6638,0,0,0,1,27,10
6639,0,0,0,1,27,10
6640,0,0,0,1,27,10
6641,0,0,0,1,27,10
6642,0,0,0,1,27,10
6643,0,1,0,1,27,10
6644,0,1,0,1,27,10
6645,0,1,0,1,27,10
6646,0,0,0,1,27,10
6647,0,0,0,1,27,10
6648,0,0,0,1,27,10
6649,0,0,0,1,27,10
6650,0,0,0,1,27,10
6651,0,0,0,1,27,10
6652,0,0,0,1,27,10
6653,0,0,0,1,27,10
6654,0,0,0,1,27,10
6655,0,0,0,1,27,10
6656,0,0,0,1,27,10
6657,0,0,0,0,27,10
6658,0,1,1,1,27,10
6659,0,1,1,1,27,10
6660,0,1,1,1,27,10
6661,0,1,0,0,27,10
6662,0,1,0,0,27,10
6663,0,0,0,0,27,10
6664,0,0,0,0,27,10
6665,0,0,0,0,27,10
6666,0,1,0,0,27,10
6667,0,1,0,0,27,10
6668,0,0,0,0,27,10
6669,0,0,0,0,27,10
6670,0,0,0,0,27,10
6671,0,0,0,0,27,10
6672,0,0,0,0,27,10
6673,0,1,0,0,27,10
6674,0,0,0,1,27,10
6675,0,0,0,1,27,10
6676,0,0,0,1,27,10
6677,0,1,0,1,27,10
6678,0,1,0,1,27,10
6679,0,0,0,1,27,10
6680,0,0,0,1,27,10
6681,0,0,1,1,27,10
6682,0,0,0,1,27,10
6683,0,1,0,1,27,10
6684,0,0,0,1,27,10
6685,0,0,0,1,27,10
6706,0,0,1,1,28,10
6707,0,0,1,1,28,10
6708,0,0,1,1,28,10
6709,1,0,1,1,28,10
6710,0,0,1,1,28,10
6711,1,0,1,1,28,10
6712,1,1,1,1,28,10
6713,1,1,1,1,28,10
6714,1,1,1,1,28,10
6715,1,0,1,1,28,10
6716,0,0,1,1,28,10
6717,0,0,1,1,28,10
6718,0,0,1,1,28,10
6719,0,0,1,1,28,10
6720,0,0,0,0,28,10
6721,1,0,1,0,28,10
6722,1,0,1,0,28,10
6723,0,0,1,0,28,10
6724,0,0,1,0,28,10
6725,0,0,1,0,28,10
6726,0,0,1,0,28,10
6727,0,0,1,0,28,10
6728,0,0,1,0,28,10
6729,0,0,0,0,28,10
6730,0,0,0,0,28,10
6731,0,0,0,1,28,10
6732,0,0,1,1,28,10
6733,0,0,1,1,28,10
6734,0,0,1,1,28,10
6735,0,0,1,1,28,10
6736,0,0,1,1,28,10
6737,0,0,1,1,28,10
6738,0,0,1,1,28,10
6739,0,0,1,1,28,10
6740,0,0,1,1,28,10
6741,0,0,1,1,28,10
6742,0,0,1,1,28,10
6743,1,0,1,1,28,10
6744,0,0,1,1,28,10
6745,0,0,1,1,28,10
6746,0,0,1,1,28,10
6747,0,0,1,1,28,10
6748,1,1,1,1,28,10
6749,1,0,1,1,28,10
6750,1,0,1,1,28,10
6751,1,0,1,1,28,10
6752,1,0,1,1,28,10
6753,0,0,0,0,28,10
6754,1,1,1,1,28,10
6755,0,0,1,1,28,10
6756,1,0,1,1,28,10
6757,1,0,1,1,28,10
6758,0,0,1,1,28,10
6759,0,0,1,1,28,10
6760,0,0,1,1,28,10
6761,0,0,1,1,28,10
6762,0,0,1,1,28,10
6763,0,0,1,1,28,10
6764,0,0,1,1,28,10
6765,0,0,0,1,28,10
6766,0,0,1,1,28,10
6767,1,1,1,1,28,10
6768,1,1,1,1,28,10
6769,1,0,1,1,28,10
6770,1,0,1,1,28,10
6771,0,0,1,1,28,10
6772,0,0,1,1,28,10
6773,0,0,1,1,28,10
6774,1,0,1,1,28,10
6775,0,0,1,1,28,10
6776,0,0,0,0,28,10
6777,0,0,0,0,28,10
6778,0,0,0,0,28,10
6779,0,0,0,0,28,10
6780,0,0,0,0,28,10
6781,0,0,0,0,28,10
6782,0,0,0,0,28,10
6783,0,0,0,0,28,10
6784,0,0,0,0,28,10
6785,0,0,0,0,28,10
6786,0,0,1,0,28,10
6787,0,0,1,0,28,10
6788,0,0,1,0,28,10
6789,0,0,1,0,28,10
6790,0,0,1,0,28,10
6791,0,0,1,0,28,10
6792,0,0,1,0,28,10
6793,0,0,1,0,28,10
6794,0,0,1,0,28,10
6795,0,0,1,0,28,10
6796,0,0,1,0,28,10
6797,0,0,1,0,28,10
6798,0,0,1,0,28,10
6799,0,0,1,0,28,10
6800,0,0,1,0,28,10
6801,0,0,1,0,28,10
6802,0,0,1,0,28,10
6803,0,0,1,0,28,10
6804,0,0,1,0,28,10
6805,0,0,1,0,28,10
6806,0,0,1,0,28,10
6807,0,0,1,0,28,10
6808,0,0,0,0,28,10
6809,0,0,0,1,28,10
6810,0,0,0,1,28,10
6811,0,0,0,1,28,10
6812,0,0,0,1,28,10
6813,0,0,0,1,28,10
6814,0,0,0,1,28,10
6815,0,0,0,1,28,10
6816,0,0,0,1,28,10
6817,0,0,0,0,28,10
6818,0,0,1,0,28,10
6819,0,0,1,0,28,10
6820,0,0,1,0,28,10
6821,0,0,1,0,28,10
6822,0,0,1,0,28,10
6823,0,0,1,0,28,10
6824,0,0,1,0,28,10
6825,0,0,1,0,28,10
6826,0,0,1,0,28,10
6827,0,0,1,0,28,10
6828,0,0,1,0,28,10
6829,0,0,1,0,28,10
6830,0,0,1,0,28,10
6831,0,0,1,0,28,10
6832,0,0,1,0,28,10
6833,0,0,1,0,28,10
6834,0,0,1,0,28,10
6835,0,0,1,0,28,10
6836,0,0,0,0,28,10
6837,0,0,0,1,28,10
6838,0,0,0,1,28,10
6839,0,0,0,1,28,10
6840,0,0,0,1,28,10
6841,0,0,0,1,28,10
6842,0,0,0,1,28,10
6843,0,0,0,1,28,10
6844,0,0,0,1,28,10
6845,0,0,0,1,28,10
6846,0,0,0,0,28,10
6847,0,0,0,0,28,10
6848,0,0,1,0,28,10
6849,0,0,1,0,28,10
6850,0,0,1,0,28,10
6851,0,0,1,0,28,10
6852,0,0,1,0,28,10
6853,0,0,1,0,28,10
6854,0,0,1,0,28,10
6855,0,0,1,0,28,10
6856,0,0,1,0,28,10
6857,0,0,1,0,28,10
6858,0,0,1,0,28,10
6859,0,0,1,0,28,10
6860,0,0,1,0,28,10
6861,0,0,1,0,28,10
6862,0,0,1,0,28,10
6863,0,0,1,0,28,10
6864,0,0,0,0,28,10
6865,0,0,1,1,28,10
6866,0,0,1,1,28,10
6867,0,0,1,1,28,10
6868,0,0,1,1,28,10
6869,0,0,1,1,28,10
6870,0,0,1,1,28,10
6871,0,0,1,1,28,10
6872,0,0,1,1,28,10
6873,0,0,1,1,28,10
6874,0,0,1,1,28,10
6875,0,0,1,1,28,10
6876,0,0,0,1,28,10
6877,0,0,0,1,28,10
6878,0,0,0,1,28,10
6879,0,0,0,1,28,10
6880,0,0,0,1,28,10
6881,0,0,0,1,28,10
6882,0,0,0,1,28,10
6883,0,0,0,1,28,10
6884,0,0,0,1,28,10
6885,0,0,0,1,28,10
6886,0,0,0,1,28,10
6887,0,0,0,1,28,10
6888,0,0,0,1,28,10
6889,0,0,0,1,28,10
6890,0,0,0,1,28,10
6891,0,0,0,1,28,10
6892,0,0,0,1,28,10
6893,0,0,0,1,28,10
6894,0,0,0,1,28,10
6895,0,0,0,1,28,10
6896,0,0,0,1,28,10
6897,0,0,0,1,28,10
6898,0,0,0,1,28,10
6899,0,0,0,1,28,10
6900,0,0,0,1,28,10
6901,0,0,0,1,28,10
6902,0,0,0,1,28,10
6903,0,0,0,0,28,10
6904,0,0,1,0,28,10
6905,0,0,1,0,28,10
6906,0,0,1,0,28,10
6907,0,0,1,0,28,10
